"高齢者が公衆浴場を利用するとき、割引が受けられますか？","福祉局"
"弘済院附属病院について教えてください。","福祉局"
"単身赴任や出張で家を離れるが国民健康保険証はそのまま使えますか","福祉局"
"国民健康保険料の納め方は？","福祉局"
"国民健康保険料の納付期限が過ぎてしまいましたが、この期限切れの納付書で納められますか？","福祉局"
"赤ちゃんの発達が遅くて何か障がいがあるのではないかと心配です。","福祉局"
"障がい児を預かっている家庭への手当(特別児童扶養手当)について教えてください。","福祉局"
"寝たきりの高齢者に日用品を給付してくれる制度があると聞いたのですが？","福祉局"
"年金の受給に関する相談は家族や友人が行ってもかまわないのか？","福祉局"
"国民年金とは何ですか？","福祉局"
"老人福祉センターについて知りたいのですが？","福祉局"
"障がい児の歯を診てくれるところはどこですか？","福祉局"
"障がい者の団体がバスを貸し切る場合に助成金が出るのですか？","福祉局"
"ひとり暮らしのお年寄りのために、寝具の洗濯などのサービスがありますか？","福祉局"
"点字の本を購入する時に助成が出るのですか？","福祉局"
"生活介護制度のことを教えてください。","福祉局"
"障がい者のショートステイ制度があるのですか？","福祉局"
"国民年金の任意加入期間に加入していなかった障がい者でも、給付金がありますか？","福祉局"
"重度障がい者医療費助成の対象者ですが、住所変更の手続きについて教えてください。","福祉局"
"国民年金の免除や猶予についての所得基準について知りたい。","福祉局"
"外国に住むことになったが、国民年金に加入できるかについて知りたい。","福祉局"
"国民年金の「保険料」はいくらですか？","福祉局"
"身体障がい者手帳を紛失してしまって、再交付してもらいたいのですが？","福祉局"
"国民健康保険証の更新はいつ？","福祉局"
"健康に関すること、生活習慣病の予防について教えてください。","福祉局"
"特別障がい者手当について教えてください。","福祉局"
"ひとり暮らしのお年寄りが、緊急のときにすぐに知らせる事ができるシステムはありますか？","福祉局"
"重度身体障がい者の入浴サービスがあるのですか？","福祉局"
"障がい者就業・生活支援センターは何をしている施設ですか？","福祉局"
"心身障がい者の共済制度とはどんなものですか？","福祉局"
"住宅用火災警報器の給付を受けたい。","福祉局"
"就労支援には雇用型と非雇用型があるのですか？","福祉局"
"外国人の心身障がい者に給付金がもらえるのですか？条件は？支給額は？","福祉局"
"身体障がい者用に自動車を改造する時に助成してもらえるのですか？","福祉局"
"重症心身障がい者介護手当とは何ですか？","福祉局"
"障がい児に手当が出されると聞いたのですが？","福祉局"
"健康保険で出産費用を直接病院に支払われる制度があると聞いたのですが？","福祉局"
"大阪市国民健康保険の出産育児一時金について知りたい。","福祉局"
"聴覚障がい者相談をしたい。","福祉局"
"障がいのある人に対して何か料金の減免はしていますか？","福祉局"
"盲ろう者に通訳や介助者を派遣してくれるのですか？","福祉局"
"国民健康保険料決定通知書の保険料額は世帯の合計額ですが、個人単位の保険料額内訳を教えてください。","福祉局"
"手話奉仕員(ボランティア)になりたいのですが？","福祉局"
"障がい者が仕事につけるように支援してもらえるのですか？","福祉局"
"身体障がい者手帳の変更申請はどこですればいいですか？","福祉局"
"視覚障がい者や聴覚障がい者に補助犬（盲導犬・聴導犬・介助犬）を貸してもらえる制度のことを教えてください。","福祉局"
"心身障がい者に、情報処理などの職業訓練を行っている所はありますか？","福祉局"
"障がい者の訪問指導をしてくれるのですか？","福祉局"
"難病見舞金について教えてください。","福祉局"
"重度障がい者に医療費助成があるのですか？","福祉局"
"重度障がい者医療費助成制度の助成方法について教えてください。","福祉局"
"点字図書館とは何ですか？","福祉局"
"更生医療はどこの医療機関でも受けられますか？","福祉局"
"国民健康保険証による医療費の自己負担割合について知りたい。","福祉局"
"障がい児福祉手当のことで変更があるのですが？","福祉局"
"身体障がい者手帳は不用になった時返さなくていいのですか？","福祉局"
"更生医療は自己負担がありますか？","福祉局"
"18歳以上で障がいを持っていますが、医療費の援助はありますか？","福祉局"
"障がい児のデイサービスについて教えてください。","福祉局"
"国民健康保険料の納付書を紛失してしまったのですが、どうすればいいですか？","福祉局"
"保険料の減免の申請はどこですればいいですか？","福祉局"
"国民健康保険料の所得割の算定において、居住用財産を譲渡し譲渡損失がある場合は、他の所得と通算されますか？","福祉局"
"国民健康保険料の所得割の算定に使用する「総所得金額等」について教えてください。","福祉局"
"国民健康保険料の所得割の算定において、株式譲渡所得等がある場合は、損益通算や繰越損失による控除は可能ですか？","福祉局"
"やむを得ない理由で障がい者医療証を提示できなかったのですが、払戻してもらえますか？","福祉局"
"重度の身体障がい者に日常生活品を給付してもらえる制度があるのですか？","福祉局"
"特別障がい者手当のことで変更があるのですが？","福祉局"
"障がい者のことで相談したいのですが、家まで訪問してもらえますか？","福祉局"
"身体障がい者手帳について教えてください。","福祉局"
"重度障がい者に対して訪問介護をしてくれるのですか？","福祉局"
"障がい者の介護にヘルパーさんを派遣してもらいたいのですが？","福祉局"
"身体障がい者手帳の申請をしたいのですが、医師に訪問してもらうことはできますか？","福祉局"
"知的障がい者にも手帳が交付されるのですか？","福祉局"
"障がい者に対する交通機関利用料の割引について教えてください。","福祉局"
"身体障がい者手帳をもらう時の診断はどこでやってもらえるのですか？","福祉局"
"障がい者向けの健康診断はありますか？","福祉局"
"大阪市に引っ越す前に住んでいた市町村で決定されていた国民健康保険料と、額が違うのですが？","福祉局"
"障がい者の移動支援について教えてください。","福祉局"
"身体障がい者の医療費は助成してもらえるのですか？","福祉局"
"障がい者の生活を支援しているところがあると聞いたのですが、具体的に何を行っているのですか？またどこで行っているのですか？","福祉局"
"障がい者スポーツセンターのことを教えてください。","福祉局"
"障がい者には有料道路料金の割引があるのですか？","福祉局"
"手話通訳者を派遣してもらえるのですか？","福祉局"
"障がい者向けの講習会はどんなものがありますか？","福祉局"
"盲ろう者向けの通訳や介助人の派遣事業について教えてください。","福祉局"
"更生医療は所得制限がありますか？","福祉局"
"目や耳に障がいのある子供用の施設はありますか？","福祉局"
"寝たきりの障がい者を支援する制度はありますか？","福祉局"
"常に介護を必要とする知的障がいの子が安全に生活できるように介護してくれる制度があると聞いたのですが？","福祉局"
"障がいを持つ子供がいるのに病気になってしまいました。助けてくれるところはありますか？","福祉局"
"障がい者が暮らしやすいように家を改造する(バリアフリーなど)場合、助成金は出ますか？","福祉局"
"在宅の障がい者の社会参加を促すような活動はありますか？","福祉局"
"障がい者の日常生活訓練をしていると聞いたのですが？","福祉局"
"重症心身障がい者通所施設について教えてください。","福祉局"
"平成18年度から、国民健康保険料の算定方法が変わったと聞いたのですが？","福祉局"
"社会福祉研修・情報センターとはどのような施設ですか？","福祉局"
"心身障がい者の総合的な相談を行っている施設はどこですか？","福祉局"
"専門医に障がい者の医療相談をしたいのですが？","福祉局"
"身体障がい者手帳はどこで交付してもらえるのですか？","福祉局"
"付加年金制度について、詳しく教えてください。","福祉局"
"委員会の傍聴手続きについて教えてください。","市会事務局"
"本会議の傍聴方法について教えてください。","市会事務局"
"議案等が議決されるまでの議会の流れを教えてほしい。","市会事務局"
"議員の所得を知りたいのですが、どうすればいいですか？","市会事務局"
"大阪市会は「大阪市議会」と呼ばないのですか？","市会事務局"
"本会議、常任・特別委員会の記録を閲覧したい。","市会事務局"
"市会運営委員会とは何をする委員会ですか？","市会事務局"
"大阪市会の定例会と臨時会について教えてください。","市会事務局"
"大阪市会の歴史を調べたいのですが？","市会事務局"
"議員事務所の連絡先(住所、電話)を教えてください。","市会事務局"
"市会だよりは、いつ発行されるのですか？","市会事務局"
"大阪市会の会派とは何ですか？","市会事務局"
"本会議では何が行われているのですか？","市会事務局"
"大阪市会の本会議、常任・特別委員会、決算特別委員会の日程を教えてほしい。","市会事務局"
"大阪市会に対する請願と陳情について教えてください。","市会事務局"
"請願・陳情の記入方法(要件・様式)について教えてください。","市会事務局"
"大阪市会の常任委員会では何が行われているのですか？","市会事務局"
"大阪市会議員の男性と女性の割合は？","市会事務局"
"大阪市会とは何ですか？","市会事務局"
"市会事務局では何を行っているのですか？","市会事務局"
"大阪市会の議長と副議長は何をするのですか？","市会事務局"
"大阪市の市会議員について教えてください。","市会事務局"
"大阪市職員採用試験に関する質問はどこにすればいいですか？","行政委員会事務局"
"衆議院の選挙区の仕組みについて知りたい。","行政委員会事務局"
"視覚に障がいのある方向けに、選挙公報はありますか？","行政委員会事務局"
"過去の選挙の投票率や結果についてのデータを知りたいのですが？","行政委員会事務局"
"監査報告書を見たいのですが、どうしたらいいですか？","行政委員会事務局"
"どのような場合に選挙は行われるのですか？","行政委員会事務局"
"選挙人名簿の登録には何か手続きが必要ですか？","行政委員会事務局"
"国会議員の定数や任期について知りたい。","行政委員会事務局"
"海外に住んでいる方の投票方法(在外投票)について知りたい。","行政委員会事務局"
"被選挙権について知りたい。","行政委員会事務局"
"選挙人名簿について知りたい。","行政委員会事務局"
"選挙の期日というのはどのように定められているのですか？","行政委員会事務局"
"20歳になれば誰でも選挙権を持つ事ができるのですか？","行政委員会事務局"
"身体に重度の障がいのある方の投票方法(在宅での郵便投票)について知りたい。","行政委員会事務局"
"投票方法にはどんなものがありますか？","行政委員会事務局"
"選挙について知りたい。","行政委員会事務局"
"選挙啓発について知りたい。","行政委員会事務局"
"候補者を知るにはどうすればいいですか？","行政委員会事務局"
"大阪市で行われる次の選挙はいつですか？","行政委員会事務局"
"期日前投票(不在者投票)の方法は？","行政委員会事務局"
"選挙について問い合わせをしたいのですが、どちらになりますか？","行政委員会事務局"
"出張先等の市区町村で不在者投票する方法は？","行政委員会事務局"
"入院・入所中の病院や老人ホームで不在者投票をする方法は？","行政委員会事務局"
"選挙についての「投票案内状」が届かないときや、なくしたときは？","行政委員会事務局"
"選挙の投票時間は？","行政委員会事務局"
"いくつになったら選挙権が持てますか？","行政委員会事務局"
"住民監査請求とはどのような制度か教えてください。","行政委員会事務局"
"定期監査及び行政監査等の指摘により各局が行った改善内容(措置)を見たいのですが、どうしたらいいですか？","行政委員会事務局"
"住民監査請求はどのようにするのですか？","行政委員会事務局"
"夜間学級というものがあると聞いたのですが、どのようなものですか？","教育委員会事務局"
"大阪市の講演会や講座、イベントなどを紹介する情報誌はありますか？","教育委員会事務局"
"地域識字・日本語交流教室を行っている小学校を知りたい。","教育委員会事務局"
"転校の手続きについて教えてください。","教育委員会事務局"
"学区外の市立小・中学校へ通学させる手続きを教えてください。","教育委員会事務局"
"中央図書館で障がい者のためのサービスがありますか？","教育委員会事務局"
"最寄りの学習センター（総合生涯学習センター、市民学習センター）を教えてください","教育委員会事務局"
"生涯学習インストラクターバンク事業について知りたい。","教育委員会事務局"
"産休代替等教員・非常勤講師等の募集について教えてほしい。","教育委員会事務局"
"大阪市音楽団はどのような活動を行っていますか？","教育委員会事務局"
"高齢者を対象にしたセミナーはありますか？","教育委員会事務局"
"読みたい本が図書館にあるかどうか調べることができますか？","教育委員会事務局"
"日本語学習の推進に向けた活動はありますか？","教育委員会事務局"
"高校で学ぶための奨学金の制度はありますか？","教育委員会事務局"
"学校教材費などの援助を受けられると聞いたのですが、どうしたらいいですか？","教育委員会事務局"
"生涯学習ルーム事業について知りたい。","教育委員会事務局"
"大阪市立学校の長期休業期間を教えて欲しい。(夏休み、冬休み、春休み)","教育委員会事務局"
"学校でのセクハラに悩んでいます。どこか相談できる窓口はありませんか？","教育委員会事務局"
"障がいのある子どもの就学先などについて相談したい。","教育委員会事務局"
"生涯学習推進員養成事業について知りたい。","教育委員会事務局"
"国立・私立の小・中学校への入学届出はどうすればいいですか？","教育委員会事務局"
"大阪市教員採用選考テストに申込みたいのですが？","教育委員会事務局"
"図書館で本を借りたいのですが、どうしたらいいですか？","教育委員会事務局"
"最寄りの図書館を教えてください。","教育委員会事務局"
"大阪市教員採用選考テストの受験案内はどこで手に入りますか？","教育委員会事務局"
"中学校の通信教育を受けることができますか？","教育委員会事務局"
"総合生涯学習センター、各市民学習センターの事業内容について知りたい。","教育委員会事務局"
"教育委員会会議の日程を教えてほしい。","教育委員会事務局"
"市立小・中学校へ通学させるのに経済的に苦しいので、援助してほしい。","教育委員会事務局"
"「周知の埋蔵文化財包蔵地」で土木工事をするときには、どのような手続きが必要ですか？","教育委員会事務局"
"小・中学校の入学の手続きについて教えてください。","教育委員会事務局"
"天王寺中学校の通信教育について知りたい。","教育委員会事務局"
"病院に入院している子どもに訪問教育をしてもらえますか？","教育委員会事務局"
"障がいのある子どもも、地域の小学校に入学できますか？","教育委員会事務局"
"大阪市の市歌について教えてください。","教育委員会事務局"
"子供向けの博物館はありますか？","教育委員会事務局"
"大阪市の市制が施行されたのはいつですか？","教育委員会事務局"
"大阪市の市名の由来は何ですか？","教育委員会事務局"
"手作り工芸ができる施設はありますか？","教育委員会事務局"
"各区の生涯学習ルームについて知りたいのですが？","教育委員会事務局"
"大阪城音楽堂について教えてください。","教育委員会事務局"
"水道料金の口座振替はどこの銀行でもできるのか？","水道局"
"水道の使用開始・中止、名義変更について知りたい。","水道局"
"(断水・減水に伴う)水道工事の連絡(広報車・ビラ等)があった時はどうすればいいですか？","水道局"
"漏水によって発生した水道料金も支払うのですか?","水道局"
"給水について知りたい。","水道局"
"水道水の出が悪い時はどうすればいいですか？","水道局"
"水道管が凍結した時はどうすればいいですか？また、どうすれば予防できますか？","水道局"
"水道管から水が噴出した時はどうすればいいですか？","水道局"
"水道の蛇口から赤く濁った水が出た時はどうすればいいですか？","水道局"
"水道の蛇口から白い水が出た時はどうすればいいですか？","水道局"
"工業用水道について知りたい。","水道局"
"大阪市はどこの浄水場から水が送られてきているのですか？","水道局"
"水道局で浄水器の訪問販売を行っていますか？","水道局"
"水道水の臭いがある時はどうすればいいですか？","水道局"
"水洗トイレ・湯沸かし器の水が止まらない時はどうすればいいですか？","水道局"
"水道料金などについて相談したいことがあるのですが、どこに問合せればいいですか？","水道局"
"水道が故障した時はどうすればいいですか？","水道局"
"民間マンションの水道検針及び料金収納について知りたい。","水道局"
"給水工事費の貸付斡旋について知りたい。","水道局"
"水道料金等を、クレジットカードで支払いはできないのでしょうか。","水道局"
"水道料金の減免措置はありますか？","水道局"
"ICカード利用について知りたいのですが？","交通局"
"バス営業所の電話番号を教えてください。","交通局"
"地下鉄車内の空調を効かせすぎではないのか。","交通局"
"地下鉄の駅には、オストメイト対応のトイレがありますか？","交通局"
"地下鉄やバスで使えるカード乗車券にはどのようなものがありますか？","交通局"
"女性専用車両には女性しか乗れないのですか？","交通局"
"バスにベビーカーを乗せられますか？","交通局"
"クレジットカードで定期券を購入することができますか？","交通局"
"地下鉄・バスの車内に忘れ物をしました、どこへ問い合わせればよいですか？","交通局"
"地下鉄やバスの乗車料金を教えてください。","交通局"
"団体乗車券の購入条件を教えてほしい。","交通局"
"地下鉄の駅の電話番号を教えてください。","交通局"
"通学定期券を購入するためには何が必要ですか？","交通局"
"定期券発売所は何時までやっていますか？","交通局"
"地下鉄の駅のトイレは車いすのまま利用できますか？","交通局"
"乗車券の払戻しはできますか？","交通局"
"各駅に定期券発売機を設置してほしい。","交通局"
"バス回数券は何枚つづりでいくらですか？","交通局"
"携帯電話からアクセスできる市営交通(地下鉄・ニュートラム・バス)のホームページはありますか？","交通局"
"バスの環境定期券制度とは何ですか？","交通局"
"定期券はいつから買えますか？","交通局"
"定期券を紛失してしまったのですが、再発行してもらえるのですか？","交通局"
"バスとバスを乗り継いだ時に割引はありますか？","交通局"
"障がい者割引を受ける条件を教えてほしい。","交通局"
"梅田、東梅田、西梅田駅で乗り継ぎはできますか？","交通局"
"子供の乗車料金について教えてください。","交通局"
"普通券を紛失した場合、再発行や返金をしてもらえるのですか？","交通局"
"地下鉄の駅には、誘導・警告ブロックはありますか？","交通局"
"地下鉄・ニュートラム・バスの時刻表、乗継方法、所要時間や運行情報等を知りたい時はどうしたらいいですか？","交通局"
"地下鉄とバスを乗り継いだ時に割引はありますか？","交通局"
"電話での119番通報が困難な場合にはどのようにしたらいいですか？","消防局"
"防火管理制度(防火管理者選任義務・資格・責務等)について知りたい。","消防局"
"火災の時はどのように119番をかけたらいいですか？","消防局"
"消防学校へは、どの位の期間入校するのですか？","消防局"
"消防に関する相談先について知りたい。","消防局"
"携帯電話・PHSからはどのように119番をかけたらいいですか？","消防局"
"ストレッチャーや車椅子に乗ったままの状態で病院へ行きたいのですが、手段がなくて困っています。搬送してもらえますか？","消防局"
"119番はどこにかかりますか？","消防局"
"応急手当の講習について知りたい。","消防局"
"火を使用する設備等の設置又は変更の届出について知りたい。","消防局"
"救急の時はどのように119番をかけたらいいですか？","消防局"
"大阪市消防の出初式の開催についてを教えてください。","消防局"
"消防用設備等・特殊消防用設備等の相談窓口、届出等について知りたい。","消防局"
"消防署に相談したいことがあるのですが、どこに電話すればいいですか？","消防局"
"突然の病気・けがのとき、どうすればいいですか？","消防局"
"住宅用火災警報器の設置は義務ですか？また設置に助成などはありますか？","消防局"
"消防隊員が着用する防火服の性能を教えてください。","消防局"
"火災の時の避難の仕方を教えてください。","消防局"
"大阪市消防職員が身につけている被服は購入できますか？","消防局"
"危険物の取扱いについて知りたい。","消防局"
"消防設備士の資格試験を受けるには、どうしたらいいですか？","消防局"
"危険物取扱者の資格試験を受けるには、どうしたらいいですか？","消防局"
"阿倍野防災センターについて知りたい。","消防局"
"消火器はどのように廃棄すればよいか？","消防局"
"火災とまぎらわしい煙等を発する恐れのある行為をする時、何か手続きが必要ですか？","消防局"
"危険物とは？","消防局"
"区役所の派出銀行窓口はどんな業務をしているのですか？","会計室"
"会計室は何を行っている所ですか？","会計室"
"大阪市の証紙について教えてください。","会計室"
"南港ポートタウンについて教えてください。","港湾局"
"フェリー乗り場はどこにありますか？","港湾局"
"天保山ハーバービレッジについて教えてください。","港湾局"
"フェリーのことを教えてください。","港湾局"
"臨海部のまちづくりについて教えてください。","港湾局"
"舞洲アーバンオートビレッジについて知りたい。","港湾局"
"舞洲バーベキューガーデンについて教えてください。","港湾局"
"大阪南港野鳥園について知りたい。","港湾局"
"大阪南港魚つり園について知りたい。","港湾局"
"船舶の大阪湾出入港状況をインターネットで見られるのですか？","港湾局"
"港湾局で所管する土地はどのくらいありますか？","港湾局"
"臨港地区内構築物規制について教えてください。","港湾局"
"なぜ港湾環境整備負担金を徴収する必要があるのですか？","港湾局"
"港湾管理者制度とは何ですか？","港湾局"
"港湾管理者の業務内容は何ですか？","港湾局"
"大阪港はどんな港ですか？","港湾局"
"天王寺動物園の入園料金はいくらですか？","建設局"
"天王寺動物園・天王寺公園への最寄駅について教えてください。","建設局"
"大阪城西の丸庭園への行き方を教えてください。","建設局"
"認定道路・非認定道路って何の事ですか？また、見分け方はあるのですか？","建設局"
"閉庁時間帯の事故等の緊急連絡先はありますか？","建設局"
"家の前(付近)に放置自転車(ミニバイク)があるのですが、どうしたらいいですか？","建設局"
"街灯の電球がきれてるので、つけてください。","建設局"
"市内各駅で撤去された自転車の保管場所を教えてください。","建設局"
"自転車を撤去されてしまったのですが、返してもらうにはどうしたらいいですか？","建設局"
"市有地や道路の境界明示を受けるには何が必要ですか？","建設局"
"市の認定道路にある街灯を増やして欲しいのですが、どこへ届出ればいいですか？","建設局"
"天王寺動物園に車で行きたいのですが、駐車場はありますか？","建設局"
"梅の名所はどこですか？","建設局"
"大阪市役所の道路資料閲覧コーナーでは何ができるのですか？","建設局"
"野鳥の雛を見つけたのですがどうすればよいですか？","建設局"
"家の中が下水臭いのですが、何が原因か分かりますか？","建設局"
"休日や夜間に家の前の下水道が詰まって溢れているようなのですが、何とかしてください。","建設局"
"私道に下水道管を通してもらいたいのですが？","建設局"
"側溝の流れが悪いのですが、何とかしてもらえませんか？","建設局"
"道路や、橋梁（きょうりょう）の管理はどこが行っているのですか？","建設局"
"広告塔や広告板はどのくらいの大きさまで良いのですか？","建設局"
"特殊な車両の通行許可の申請方法を教えてください。","建設局"
"水洗トイレに誤って異物を流してしまったのですが、どうすればいいですか？","建設局"
"マンホールのふたがガタガタ音がするのですが、どこに知らせたらいいですか？","建設局"
"私道に街灯がなく暗いのですが、街灯を設置してもらえませんか？","建設局"
"夜桜(ライトアップされた桜)を見られるところはないですか？","建設局"
"公園内で集会等の催し物を行いたいのですが、勝手に開催してもいいのですか？","建設局"
"大阪市内でバラが見られる公園はありますか？","建設局"
"公園で花火をしてもよいですか？","建設局"
"咲くやこの花館とはどんな施設ですか?","建設局"
"下水道がどこにどう流れているのか知りたいのですが？","建設局"
"かたづけ・たいとは何ですか？","建設局"
"広告禁止の場所はどこですか？","建設局"
"道路に看板を設置したいのですが、何か許可がいりますか？","建設局"
"学校や幼稚園、保育園の遠足で動物園に行きたいのですが、料金は必要ですか？","建設局"
"天王寺動物園は何時までやっていますか？","建設局"
"渡船場（とせんば）はどこにありますか？","建設局"
"市有地の隣に建物を建てる時の境界明示申請について教えてください。","建設局"
"花と緑と自然の情報センターについて知りたい。","建設局"
"城北菖蒲園の開園時期はいつですか？","建設局"
"下水道の敷地に工事用の板囲いをしたいのですが、許可は必要ですか？","建設局"
"工場排水の規制について知りたい","建設局"
"不愉快な張り紙や看板への対策はどうなっていますか？","建設局"
"難波・谷九近辺の公営駐車場を教えてください。","建設局"
"長堀通・谷町近辺の公営駐車場を教えてください。","建設局"
"新大阪・十三近辺の公営駐車場を教えてください。","建設局"
"南港中央公園バーベキュー広場について知りたい。","建設局"
"「はな咲かつちさん(花の土)」の配付について教えてください。","建設局"
"集水ますの蓋が割れているのですが、どこに連絡すればいいですか？","建設局"
"路上に放棄された自動車があるがどうすればよいか？","建設局"
"ディスポーザ(生ごみ粉砕機)を設置してもよいのでしょうか？","建設局"
"草花の育て方について相談したいのですが？","建設局"
"公園の維持に関する緊急な相談を受け付けてくれるところはありますか？","建設局"
"公営駐車場でお得なプリペイドカードがあると聞いたのですが、どのようなものですか？","建設局"
"天王寺公園について知りたい。","建設局"
"天王寺動物園について教えてください。","建設局"
"慶沢園について教えてください。","建設局"
"長居植物園について知りたい。","建設局"
"公営駐車場にはプリペイドカード以外で割引がありますか？","建設局"
"河川の占用許可の手続きを教えてください。","建設局"
"巨大広告を出す時には特別な許可は必要ですか？","建設局"
"下水道用地に土地が隣接しているのですが、境界確定をしてもらえますか？","建設局"
"公園管理の為の取り組みについて知りたい。","建設局"
"阿波座・船場近辺の公営駐車場を教えてください。","建設局"
"谷四・法円坂近辺の公営駐車場を教えてください。","建設局"
"下水道用地を売却してほしいのですが？","建設局"
"大きめのネオン看板を出す時には消防署の許可が必要になると聞いたのですが？","建設局"
"道路の側溝あたりから悪臭がするので調査してください。","建設局"
"道路から下水があふれているのですが、どこへ連絡すればいいですか？","建設局"
"梅田・大阪駅・扇町近辺の公営駐車場を教えてください。","建設局"
"市営の駐輪場はどこにありますか？","建設局"
